UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000011990825;I01G01218;CTO - OPTAP;SCIMA_G1I01;RUA RAUL LEONIDAS IMBITUBA CAMPO D AVIACAO 88780000 SC 27;IMBITUBA;-28.273412200;-48.692259200;G0;SCIMA-I01SP153;SCIMA-I01SP153-SS1;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/9
EQP0000000011991143;I01G01806;CTO - OPTAP;SCIMA_G1I01;RUA ANTONIO PAES IMBITUBA PAES LEME 88780000 SC 160;IMBITUBA;-28.244913400;-48.675882400;G0;SCIMA-I01SP226;SCIMA-I01SP226-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/3
EQP0000000011991143;I01G01806;CTO - OPTAP;SCIMA_G1I01;RUA ANTONIO PAES IMBITUBA PAES LEME 88780000 SC 160;IMBITUBA;-28.244913400;-48.675882400;G0;SCIMA-I01SP226;SCIMA-I01SP226-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/3
EQP0000000012009699;I01G01386;CTO - OPTAP;SCIMA_G1I01;RUA OLAVO BILAC IMBITUBA VILA NOVA 88780000 SC 383;IMBITUBA;-28.264961400;-48.687409900;G0;SCIMA-I01SP174;SCIMA-I01SP174-SS2;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/4
EQP0000000012009699;I01G01386;CTO - OPTAP;SCIMA_G1I01;RUA OLAVO BILAC IMBITUBA VILA NOVA 88780000 SC 383;IMBITUBA;-28.264961400;-48.687409900;G0;SCIMA-I01SP174;SCIMA-I01SP174-SS1;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/4
EQP0000000011991192;I01G01550;CTO - OPTAP;SCIMA_G1I01;RUA DOS REIS IMBITUBA SAGRADA FAMILIA 88780000 SC 283;IMBITUBA;-28.269781400;-48.695724500;G0;SCIMA-I01SP194;SCIMA-I01SP194-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/2
EQP0000000011991192;I01G01550;CTO - OPTAP;SCIMA_G1I01;RUA DOS REIS IMBITUBA SAGRADA FAMILIA 88780000 SC 283;IMBITUBA;-28.269781400;-48.695724500;G0;SCIMA-I01SP194;SCIMA-I01SP194-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/2
EQP0000000011991171;I01G01830;CTO - OPTAP;SCIMA_G1I01;RUA OTACILIO DE CARVALHO IMBITUBA CENTRO 88780000 SC 17;IMBITUBA;-28.239513100;-48.670131000;G0;SCIMA-I01SP229;SCIMA-I01SP229-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/6
EQP0000000011991171;I01G01830;CTO - OPTAP;SCIMA_G1I01;RUA OTACILIO DE CARVALHO IMBITUBA CENTRO 88780000 SC 17;IMBITUBA;-28.239513100;-48.670131000;G0;SCIMA-I01SP229;SCIMA-I01SP229-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/6
EQP0000000011990928;I01G0572;CTO - OPTAP;SCIMA_G1I01;AVENIDA SANTA CATARINA IMBITUBA CENTRO 88780000 SC 464;IMBITUBA;-28.238185800;-48.666586100;G0;SCIMA-I01SP72;SCIMA-I01SP72-SS3;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/13
EQP0000000011990928;I01G0572;CTO - OPTAP;SCIMA_G1I01;AVENIDA SANTA CATARINA IMBITUBA CENTRO 88780000 SC 464;IMBITUBA;-28.238185800;-48.666586100;G0;SCIMA-I01SP72;SCIMA-I01SP72-SS4;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/13
EQP0000000011990506;I01G01612;CTO - OPTAP;SCIMA_G1I01;RUA MARANHAO IMBITUBA SAGRADA FAMILIA 88780000 SC 271;IMBITUBA;-28.266638800;-48.695655100;G0;SCIMA-I01SP202;SCIMA-I01SP202-SS3;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/6
EQP0000000011990506;I01G01612;CTO - OPTAP;SCIMA_G1I01;RUA MARANHAO IMBITUBA SAGRADA FAMILIA 88780000 SC 271;IMBITUBA;-28.266638800;-48.695655100;G0;SCIMA-I01SP202;SCIMA-I01SP202-SS4;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/6
EQP0000000011991082;I01G0080;CTO - OPTAP;SCIMA_G1I01;Rua ANTONIO EGIDIO MARTINS IMBITUBA VILA NOVA  ALVORADA 88780000 SC 383;IMBITUBA;-28.215708700;-48.671362000;G0;SCIMA-I01SP10;SCIMA-I01SP10-SS8;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/7
EQP0000000011991082;I01G0080;CTO - OPTAP;SCIMA_G1I01;Rua ANTONIO EGIDIO MARTINS IMBITUBA VILA NOVA  ALVORADA 88780000 SC 383;IMBITUBA;-28.215708700;-48.671362000;G0;SCIMA-I01SP10;SCIMA-I01SP10-SS7;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/7
EQP0000000011991127;I01G0028;CTO - OPTAP;SCIMA_G1I01;RUA BRAULINO TRAJANO DE MIRANDA IMBITUBA   88780000 SC 690;IMBITUBA;-28.217925200;-48.675318700;G0;SCIMA-I01SP4;SCIMA-I01SP4-SS3;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/4
EQP0000000011991127;I01G0028;CTO - OPTAP;SCIMA_G1I01;RUA BRAULINO TRAJANO DE MIRANDA IMBITUBA   88780000 SC 690;IMBITUBA;-28.217925200;-48.675318700;G0;SCIMA-I01SP4;SCIMA-I01SP4-SS4;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/4
EQP0000000011991204;I01G01568;CTO - OPTAP;SCIMA_G1I01;Rua OLIMPIO JOSE CLARINDO IMBITUBA VILA NOVA 88780000 SC 188;IMBITUBA;-28.267114700;-48.693733600;G0;SCIMA-I01SP196;SCIMA-I01SP196-SS7;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/4
EQP0000000011991204;I01G01568;CTO - OPTAP;SCIMA_G1I01;Rua OLIMPIO JOSE CLARINDO IMBITUBA VILA NOVA 88780000 SC 188;IMBITUBA;-28.267114700;-48.693733600;G0;SCIMA-I01SP196;SCIMA-I01SP196-SS8;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/4
